User,Date,NumOfActsInDay
130877,2010-05-14,10
130877,2010-05-16,119
130877,2010-06-01,27
130877,2010-06-02,503
130877,2010-06-03,131
130877,2010-06-04,73
130877,2010-06-05,36
130877,2010-06-06,49
130877,2010-06-08,143
130877,2010-06-09,49
130877,2010-06-10,19
130877,2010-06-11,27
130877,2010-06-12,73
130877,2010-06-13,25
130877,2010-06-14,69
130877,2010-06-15,24
130877,2010-06-16,10
130877,2010-06-17,16
130877,2010-06-19,20
130877,2010-06-21,23
130877,2010-06-23,12
130877,2010-06-25,23
130877,2010-06-27,62
130877,2010-06-28,74
130877,2010-07-01,73
130877,2010-07-03,35
130877,2010-07-06,29
130877,2010-07-07,66
130877,2010-07-13,43
130877,2010-07-15,12
130877,2010-07-19,67
130877,2010-07-20,23
130877,2010-07-21,8
130877,2010-07-22,30
130877,2010-07-24,17
130877,2010-07-25,12
130877,2010-07-30,7
130877,2010-08-01,11
130877,2010-08-17,51
130877,2010-08-18,39
130877,2010-08-19,30
130877,2010-08-20,18
130877,2010-08-21,23
130877,2010-08-22,6
130877,2010-08-24,15
130877,2010-08-25,43
130877,2010-08-27,9
130877,2010-08-30,18
130877,2010-08-31,18
130877,2010-09-04,9
130877,2010-09-06,12
130877,2010-09-08,15
130877,2010-09-09,21
130877,2010-09-10,33
130877,2010-09-12,21
130877,2010-09-13,22
130877,2010-09-16,16
130877,2010-09-17,12
130877,2010-09-18,13
130877,2010-09-19,11
130877,2010-09-20,29
130877,2010-10-10,17
130877,2010-10-14,63
130877,2010-10-15,25
130877,2010-10-16,32
130880,2010-03-12,12
130880,2010-03-14,28
130880,2010-03-15,24
130880,2010-03-16,44
130880,2010-03-17,27
130880,2010-03-21,18
130880,2010-03-22,12
130880,2010-03-23,15
130880,2010-03-24,27
130880,2010-03-25,23
130880,2010-03-26,42
130880,2010-03-27,149
130880,2010-03-28,66
130880,2010-03-29,15
130880,2010-04-03,30
130880,2010-04-04,17
130880,2010-04-05,37
130880,2010-04-06,12
130880,2010-04-07,11
130880,2010-04-09,73
130880,2010-04-10,14
130880,2010-04-12,11
130880,2010-04-17,38
130880,2010-04-21,63
130880,2010-04-22,9
130880,2010-04-24,39
130880,2010-04-25,36
130880,2010-04-27,28
130880,2010-04-30,29
130880,2010-05-01,29
130880,2010-05-02,17
130880,2010-05-07,24
130880,2010-05-08,15
130880,2010-05-09,29
130880,2010-05-13,9
130880,2010-05-16,21
130880,2010-05-20,46
130880,2010-05-21,22
130880,2010-05-22,55
130880,2010-05-23,39
130880,2010-05-24,12
130880,2010-05-25,45
130880,2010-05-26,11
130880,2010-05-27,13
130880,2010-05-28,36
130880,2010-05-29,21
130880,2010-05-30,11
130880,2010-05-31,91
130880,2010-06-01,151
130880,2010-06-02,25
130880,2010-06-03,25
130880,2010-06-04,28
130880,2010-06-05,220
130880,2010-06-06,18
130880,2010-06-09,10
130880,2010-06-12,23
130880,2010-06-19,37
130880,2010-06-20,47
130880,2010-06-29,13
130880,2010-07-03,15
130880,2010-07-04,19
130880,2010-07-06,28
130880,2010-07-08,14
130880,2010-07-11,11
130880,2010-07-13,16
130880,2010-07-14,17
130880,2010-07-17,110
130880,2010-07-18,35
130880,2010-07-19,18
130880,2010-07-24,133
130880,2010-07-25,55
130880,2010-08-02,13
130880,2010-08-03,15
130880,2010-08-04,16
130880,2010-08-06,11
130880,2010-08-11,11
130880,2010-08-13,10
130880,2010-08-14,16
130880,2010-08-15,17
130880,2010-08-29,12
130880,2010-09-03,14
130880,2010-09-04,29
130880,2010-09-05,53
130880,2010-09-07,10
130880,2010-09-08,38
130880,2010-09-11,15
130880,2010-09-12,19
130880,2010-09-18,93
130880,2010-09-29,14
130880,2010-10-02,8
130880,2010-10-21,22
130880,2010-10-22,9
130880,2010-10-24,16
130880,2010-11-05,109
130880,2010-11-06,83
130880,2010-11-08,64
130880,2010-11-09,13
130880,2010-11-11,40
130880,2010-11-12,29
130880,2010-11-14,35
130880,2010-11-16,75
130880,2010-11-17,124
130880,2010-11-18,60
130880,2010-11-19,101
130880,2010-11-20,378
130880,2010-11-21,127
130880,2010-11-22,9
130880,2010-11-26,62
130880,2010-11-28,52
130880,2010-11-29,59
130880,2010-11-30,126
130880,2010-12-01,139
130880,2010-12-02,106
130880,2010-12-03,169
130880,2010-12-04,200
130880,2010-12-05,42
130880,2010-12-06,19
130880,2010-12-10,44
130880,2010-12-11,54
130880,2010-12-12,10
130880,2010-12-14,11
130880,2010-12-18,57
130880,2010-12-19,35
130880,2011-01-04,13
130880,2011-01-06,8
130880,2011-01-09,13
130880,2011-01-14,40
130880,2011-01-15,13
130880,2011-01-16,19
130880,2011-01-17,12
130880,2011-01-18,22
130880,2011-01-19,15
130880,2011-01-20,7
130880,2011-01-22,140
130880,2011-01-28,32
130880,2011-01-30,13
130880,2011-02-07,12
130880,2011-02-14,13
130880,2011-02-26,37
130880,2011-02-27,44
130880,2011-03-04,58
130880,2011-03-05,189
130880,2011-03-08,157
130880,2011-03-11,21
130880,2011-03-13,14
130880,2011-03-15,10
130880,2011-03-17,78
130880,2011-03-18,16
130880,2011-03-19,49
130880,2011-03-24,10
130880,2011-03-25,14
130880,2011-03-26,65
130880,2011-03-27,45
130880,2011-03-29,7
130880,2011-04-02,19
130880,2011-04-03,101
130880,2011-04-04,16
130880,2011-04-06,14
130880,2011-04-09,49
130880,2011-04-10,10
130880,2011-04-11,9
130880,2011-04-15,47
130880,2011-04-16,17
130880,2011-04-17,27
130880,2011-04-18,19
130880,2011-04-24,48
130880,2011-04-30,14
130880,2011-05-02,21
130880,2011-05-04,13
130880,2011-05-05,11
130880,2011-05-06,12
130880,2011-05-09,14
130880,2011-05-12,11
130880,2011-05-14,36
130880,2011-05-17,64
130880,2011-05-18,14
130880,2011-05-21,17
130880,2011-05-22,33
130880,2011-06-01,43
130880,2011-06-02,10
130880,2011-06-09,10
130880,2011-06-12,11
130880,2011-06-17,18
131645,2010-03-02,11
131645,2010-03-04,16
131645,2010-03-05,14
131645,2010-03-07,18
131645,2010-03-08,11
131645,2010-03-09,13
131645,2010-03-10,12
131645,2010-03-11,16
131645,2010-03-12,12
131645,2010-03-13,19
131645,2010-03-14,14
131645,2010-03-15,14
131645,2010-03-16,11
131645,2010-03-18,10
131645,2010-03-19,13
131645,2010-03-20,28
131645,2010-03-21,15
131645,2010-03-22,10
131645,2010-03-23,12
131645,2010-03-24,21
131645,2010-03-25,12
131645,2010-03-27,14
131645,2010-03-29,11
131645,2010-03-30,25
131645,2010-03-31,20
131645,2010-04-02,19
131645,2010-04-03,22
131645,2010-04-05,13
131645,2010-04-06,18
131645,2010-04-07,13
131645,2010-04-08,20
131645,2010-04-09,20
131645,2010-04-10,23
131645,2010-04-11,14
131645,2010-04-15,16
131645,2010-04-16,16
131645,2010-04-17,17
131645,2010-04-18,13
131645,2010-04-19,10
131645,2010-04-20,10
131645,2010-04-21,21
131645,2010-04-22,34
131645,2010-04-23,11
131645,2010-04-24,15
131645,2010-04-28,20
131645,2010-04-29,17
131645,2010-05-01,40
131645,2010-05-07,10
131645,2010-05-08,16
131645,2010-05-22,14
131645,2010-05-25,9
131645,2010-05-28,11
131645,2010-05-29,9
131645,2010-06-07,12
131645,2010-06-08,11
131645,2010-06-12,32
131645,2010-06-15,12
131645,2010-06-18,13
131645,2010-06-19,45
131645,2010-06-22,21
131645,2010-06-23,20
131645,2010-06-24,11
131645,2010-06-25,18
131645,2010-06-26,14
131645,2010-06-28,16
131645,2010-06-29,17
131645,2010-07-02,11
131645,2010-07-03,20
131645,2010-07-05,25
131645,2010-07-06,20
131645,2010-07-08,11
131645,2010-07-24,14
131645,2010-07-26,12
131645,2010-07-30,31
131645,2010-07-31,46
131645,2010-08-01,19
131645,2010-08-04,13
131645,2010-08-07,11
131645,2010-08-08,10
131645,2010-08-14,11
131645,2010-08-22,12
131645,2010-08-23,11
131645,2010-08-24,12
131645,2010-08-26,14
131645,2010-12-26,10
131645,2010-12-27,13
131645,2011-01-08,32
131645,2011-01-09,8
131662,2010-06-03,29
131662,2010-06-04,23
131662,2010-06-05,11
131662,2010-06-06,26
131662,2010-06-07,47
131662,2010-06-08,46
131662,2010-06-09,15
131662,2010-06-10,66
131662,2010-06-15,21
131662,2010-06-16,25
131662,2010-06-22,9
131662,2010-07-01,17
131662,2010-07-03,11
131662,2010-07-04,31
131662,2010-07-06,18
131662,2010-07-07,10
131662,2010-07-25,18
131662,2010-07-29,15
131662,2010-08-03,11
131662,2010-08-05,21
131662,2010-08-11,51
131662,2010-08-12,19
131662,2010-08-19,11
131662,2010-08-20,62
131662,2010-08-21,178
131662,2010-08-22,85
131662,2010-08-23,98
131662,2010-08-24,167
131662,2010-08-25,157
131662,2010-08-26,87
131662,2010-08-27,109
131662,2010-08-28,57
131662,2010-08-29,25
131662,2010-08-30,12
131662,2010-08-31,28
131662,2010-09-01,95
131662,2010-09-03,31
131662,2010-09-04,13
131662,2010-09-09,16
131662,2010-09-10,12
131662,2010-09-14,82
131662,2010-09-15,75
131662,2010-09-16,15
131662,2010-09-17,43
131662,2010-09-18,14
131662,2010-09-19,17
131662,2010-09-20,18
131662,2010-09-23,17
131662,2010-09-28,14
131662,2010-09-29,89
131662,2010-10-01,19
131662,2010-10-03,31
131662,2010-10-05,47
131662,2010-10-06,53
131662,2010-10-12,18
131662,2010-10-26,30
131662,2010-10-28,11
131662,2010-11-11,155
131662,2010-11-12,80
131662,2010-11-15,12
131662,2010-12-16,48
131662,2010-12-17,48
131662,2010-12-21,104
131662,2010-12-23,47
131662,2010-12-28,17
131708,2010-03-04,12
131708,2010-03-06,41
131708,2010-03-07,21
131708,2010-03-08,39
131708,2010-03-09,12
131708,2010-03-10,13
131708,2010-03-11,34
131708,2010-03-12,30
131708,2010-03-13,31
131708,2010-03-14,31
131708,2010-03-15,50
131708,2010-03-16,23
131708,2010-03-17,19
131708,2010-03-18,20
131708,2010-03-19,19
131708,2010-03-20,22
131708,2010-03-24,28
131708,2010-03-26,19
131708,2010-03-28,14
131708,2010-03-31,19
131708,2010-04-24,19
131708,2010-05-01,20
131708,2010-05-02,17
131708,2010-05-07,10
131708,2010-05-08,16
131708,2010-05-09,13
131708,2010-05-11,39
131708,2010-06-06,21
131708,2010-06-19,79
131708,2010-06-20,15
131708,2010-06-22,12
131708,2010-07-03,15
131708,2010-07-05,31
131708,2010-07-09,110
131708,2010-07-10,47
131708,2010-07-21,38
131708,2010-07-22,11
131708,2010-07-25,9
131708,2010-08-04,13
131708,2010-08-19,19
131708,2010-08-21,44
131708,2010-08-24,49
131708,2010-08-27,34
131708,2010-09-04,105
131708,2010-09-05,141
131708,2010-10-05,16
131708,2010-12-03,26
131708,2010-12-16,48
131708,2010-12-17,22
131708,2010-12-18,46
131708,2010-12-19,16
131708,2010-12-21,19
131708,2011-06-21,10
131974,2010-03-04,23
131974,2010-03-06,13
131974,2010-03-07,13
131974,2010-03-10,11
131974,2010-03-13,15
131974,2010-03-14,12
131974,2010-03-16,18
131974,2010-03-18,19
131974,2010-03-19,17
131974,2010-03-20,26
131974,2010-03-22,17
131974,2010-05-01,11
131974,2010-06-10,19
131974,2010-06-11,9
131974,2010-06-12,11
131974,2010-06-24,10
131974,2010-06-28,11
131974,2010-06-29,56
131974,2010-06-30,54
131974,2010-07-01,15
131974,2010-07-03,16
131974,2010-07-05,19
131974,2010-07-10,10
131974,2010-07-12,12
131974,2010-07-17,9
131974,2010-07-22,14
131974,2010-07-24,33
131974,2010-07-26,12
131974,2010-07-27,12
131974,2010-07-29,11
131974,2010-08-01,16
131974,2010-08-13,13
131974,2010-08-15,23
131974,2010-08-16,15
131974,2010-08-17,10
131974,2010-08-18,13
131974,2010-08-19,24
131974,2010-08-21,10
131974,2010-08-24,17
131974,2010-08-25,14
131974,2010-08-26,13
131974,2010-08-27,27
131974,2010-08-28,17
131974,2010-08-30,10
131974,2010-09-01,13
131974,2010-09-02,14
131974,2010-09-03,10
131974,2010-09-04,20
131974,2010-09-08,32
131974,2010-09-09,12
131974,2010-09-10,22
131974,2010-09-11,11
131974,2010-09-12,10
131974,2010-09-14,13
131974,2010-09-15,24
131974,2010-09-16,29
131974,2010-09-17,18
131974,2010-09-18,26
131974,2010-09-19,25
131974,2010-09-20,10
131974,2010-09-25,19
131974,2010-09-26,15
131974,2010-09-30,35
131974,2010-10-01,11
131974,2010-10-10,16
131974,2010-10-18,16
131974,2010-10-25,10
131974,2010-11-22,10
131974,2010-11-23,12
131974,2010-11-27,68
131974,2010-12-06,13
131974,2011-01-21,15
131974,2011-01-22,14
131974,2011-01-23,25
131974,2011-01-26,10
131974,2011-02-11,42
131974,2011-02-12,12
131974,2011-02-22,13
131974,2011-03-26,13
131974,2011-03-31,27
131974,2011-04-01,10
131974,2011-04-07,9
131974,2011-04-10,14
131974,2011-04-15,13
131974,2011-04-16,17
131974,2011-04-18,13
131974,2011-04-19,16
131974,2011-04-20,16
131974,2011-04-22,10
131974,2011-04-29,29
131974,2011-04-30,24
131974,2011-05-01,15
131974,2011-05-06,12
131974,2011-05-07,10
131974,2011-05-10,15
131974,2011-05-11,11
131974,2011-05-14,10
131974,2011-05-28,17
131974,2011-06-13,9
132412,2010-03-25,27
132412,2010-03-29,14
132412,2010-04-11,13
132412,2010-04-18,22
132412,2010-04-30,10
132412,2010-05-08,9
132412,2010-05-13,10
132412,2010-06-06,12
132412,2010-06-10,8
132412,2010-06-11,18
132412,2010-06-13,6
132412,2010-06-14,11
132412,2010-06-20,12
132412,2010-06-24,11
132412,2010-06-25,11
132412,2010-06-27,14
132412,2010-07-04,23
132412,2010-07-05,9
132412,2010-07-11,16
132412,2010-07-13,25
132412,2010-07-17,10
132412,2010-07-25,15
132412,2010-07-31,58
132412,2010-08-01,46
132412,2010-08-02,17
132412,2010-08-15,14
132412,2010-08-24,11
132412,2010-10-11,14
132412,2010-12-24,9
132412,2010-12-26,8
132412,2010-12-31,8
132412,2011-01-08,14
132412,2011-01-09,10
132412,2011-01-22,10
132412,2011-02-05,33
132412,2011-02-06,29
132412,2011-02-07,17
132412,2011-02-08,48
132412,2011-02-09,15
132412,2011-02-10,13
132412,2011-02-11,46
132412,2011-02-12,62
132412,2011-02-13,19
132412,2011-02-14,50
132412,2011-02-15,38
132412,2011-02-16,36
132412,2011-02-17,27
132412,2011-02-18,24
132412,2011-02-20,24
132412,2011-02-24,30
132412,2011-02-25,14
132412,2011-02-26,15
132412,2011-02-27,10
132412,2011-02-28,31
132412,2011-03-01,33
132412,2011-03-03,24
132412,2011-03-04,28
132412,2011-03-05,11
132412,2011-03-06,15
132412,2011-03-10,12
132412,2011-03-11,15
132412,2011-03-12,23
132412,2011-03-13,28
132412,2011-03-14,12
132412,2011-03-15,45
132412,2011-03-20,17
132412,2011-03-23,24
132412,2011-03-24,15
132412,2011-03-26,28
132412,2011-03-31,14
132412,2011-04-04,16
132412,2011-04-09,22
132412,2011-04-10,23
132412,2011-04-11,11
132412,2011-04-14,9
132412,2011-04-18,13
132412,2011-04-19,11
132412,2011-04-20,11
132412,2011-04-21,12
132412,2011-04-25,10
132412,2011-04-28,18
132412,2011-05-08,13
132412,2011-05-15,13
132412,2011-06-07,11
132412,2011-06-22,10
132513,2010-04-27,15
132513,2010-05-04,23
132513,2010-05-08,10
132513,2010-05-15,41
132513,2010-06-21,28
132513,2010-06-26,11
132513,2010-06-28,9
132513,2010-07-01,11
132513,2010-07-02,18
132513,2010-07-10,14
132513,2010-07-12,11
132513,2010-07-13,18
132513,2010-07-14,38
132513,2010-07-16,20
132513,2010-07-17,11
132513,2010-07-19,7
132513,2010-07-22,10
132513,2010-07-29,11
132513,2010-07-31,18
132513,2010-08-04,10
132513,2010-08-05,29
132513,2010-08-06,9
132513,2010-08-08,10
132513,2010-08-12,9
132513,2010-08-15,22
132513,2010-08-20,11
132513,2010-08-21,9
132513,2010-08-23,29
132513,2010-08-24,10
132513,2010-08-26,20
132513,2010-08-27,20
132513,2010-08-30,29
132513,2010-09-06,18
132513,2010-09-17,11
132513,2010-09-18,14
132513,2010-09-21,12
132513,2010-09-24,10
132513,2010-09-27,10
132513,2010-09-29,11
132513,2010-09-30,14
132513,2010-10-12,16
132513,2010-10-15,12
132513,2010-10-25,33
132513,2010-10-26,19
132513,2010-10-27,11
132513,2010-10-28,24
132513,2010-10-31,45
132513,2010-11-03,14
132513,2010-11-09,21
132513,2010-11-13,11
132513,2010-11-14,14
132513,2010-11-21,10
132513,2010-12-05,29
132513,2010-12-11,16
132513,2010-12-12,14
132513,2010-12-16,15
132513,2010-12-19,16
132513,2010-12-20,9
132513,2010-12-22,17
132513,2010-12-23,16
132513,2010-12-26,80
132513,2011-01-03,22
132513,2011-01-04,82
132513,2011-01-05,12
132513,2011-01-09,10
132513,2011-01-19,21
132513,2011-01-29,11
132513,2011-02-13,14
132513,2011-02-14,8
132513,2011-02-15,8
132513,2011-02-19,15
132513,2011-02-20,8
132513,2011-02-26,9
132513,2011-02-27,52
132513,2011-02-28,11
132513,2011-03-01,11
132513,2011-03-05,14
132513,2011-03-06,15
132513,2011-03-07,13
132513,2011-03-11,11
132513,2011-03-13,6
132513,2011-03-19,15
132513,2011-03-21,9
132513,2011-03-26,10
132513,2011-03-28,8
132513,2011-04-01,13
132513,2011-04-02,25
132513,2011-04-03,28
132513,2011-04-04,12
132513,2011-04-09,21
132513,2011-04-16,23
132513,2011-04-17,15
132513,2011-04-18,25
132513,2011-04-19,19
132513,2011-04-20,11
132513,2011-04-22,15
132513,2011-04-25,12
132513,2011-04-26,14
132513,2011-04-27,17
132513,2011-04-28,24
132513,2011-05-01,12
132513,2011-05-05,11
132513,2011-05-06,40
132513,2011-05-07,36
132513,2011-05-08,21
132513,2011-05-09,13
132513,2011-05-13,9
132513,2011-05-14,10
132513,2011-05-16,21
132513,2011-05-17,13
132513,2011-05-18,15
132513,2011-05-19,10
132513,2011-05-22,12
132513,2011-05-24,11
132513,2011-05-25,11
132513,2011-05-29,18
132513,2011-06-03,7
132513,2011-06-04,8
132513,2011-06-05,14
132513,2011-06-06,9
132513,2011-06-09,14
132622,2010-05-14,7
132622,2010-05-15,16
132622,2010-05-16,27
132622,2010-05-20,10
132622,2010-05-21,23
132622,2010-05-22,19
132622,2010-05-23,13
132622,2010-05-24,18
132622,2010-05-25,33
132622,2010-05-26,17
132622,2010-05-27,11
132622,2010-05-28,29
132622,2010-05-29,9
132622,2010-05-30,10
132622,2010-05-31,22
132622,2010-06-01,12
132622,2010-06-02,16
132622,2010-06-03,14
132622,2010-06-05,14
132622,2010-06-07,24
132622,2010-06-08,36
132622,2010-06-09,13
132622,2010-06-10,12
132622,2010-06-11,45
132622,2010-06-12,13
132622,2010-06-13,24
132622,2010-06-14,13
132622,2010-06-15,21
132622,2010-06-16,22
132622,2010-06-18,16
132622,2010-06-20,21
132622,2010-06-21,15
132622,2010-06-25,19
132622,2010-06-26,18
132622,2010-06-27,10
132622,2010-06-28,22
132622,2010-06-29,27
132622,2010-06-30,15
132622,2010-07-01,28
132622,2010-07-02,27
132622,2010-07-08,14
132622,2010-07-09,24
132622,2010-07-10,29
132622,2010-07-11,16
132622,2010-07-13,14
132622,2010-07-14,14
132622,2010-07-15,34
132622,2010-07-16,33
132622,2010-07-17,33
132622,2010-07-19,18
132622,2010-07-20,18
132622,2010-07-22,13
132622,2010-07-23,20
132622,2010-07-24,10
132622,2010-07-26,11
132622,2010-07-27,15
132622,2010-07-28,8
132622,2010-08-05,11
132622,2010-08-10,11
132622,2010-08-11,11
132622,2010-08-12,14
132622,2010-08-14,10
132622,2010-08-16,12
132622,2010-08-17,10
132622,2010-08-19,13
132622,2010-08-22,21
132622,2010-08-23,20
132622,2010-08-24,19
132622,2010-08-25,13
132622,2010-08-26,13
132622,2010-09-01,12
132622,2010-09-02,14
132622,2010-09-04,10
132622,2010-09-05,10
132622,2010-09-06,16
132622,2010-09-07,11
132622,2010-09-08,12
132622,2010-09-09,10
132622,2010-09-13,11
132622,2010-09-15,12
132622,2010-09-16,18
132622,2010-09-17,16
132622,2010-09-18,9
132622,2010-09-19,13
132622,2010-09-20,10
132622,2010-09-21,16
132622,2010-09-22,12
132622,2010-09-25,12
132622,2010-09-28,17
132622,2010-09-29,9
132622,2010-09-30,10
132622,2010-10-01,15
132622,2010-10-03,10
132622,2010-10-05,11
132622,2010-10-09,10
132622,2010-10-12,17
132622,2010-10-13,10
132622,2010-10-16,14
132622,2010-10-17,10
132622,2010-10-21,14
132622,2010-11-04,9
132622,2010-11-07,11
132622,2010-11-15,11
132622,2010-11-16,10
132622,2011-01-05,12
132622,2011-01-06,10
132622,2011-01-07,11
132622,2011-01-17,13
132622,2011-01-18,12
132622,2011-02-15,10
132622,2011-02-18,12
132622,2011-02-22,14
132622,2011-02-23,10
132622,2011-02-26,10
132622,2011-02-28,9
132622,2011-04-21,9
132622,2011-04-29,16
132622,2011-05-06,11
132622,2011-05-07,10
132691,2010-03-03,111
132691,2010-03-06,66
132691,2010-03-08,11
132691,2010-03-09,15
132691,2010-03-12,35
132691,2010-03-14,89
132691,2010-03-15,37
132691,2010-03-16,49
132691,2010-03-17,96
132691,2010-03-18,33
132691,2010-03-19,68
132691,2010-03-20,73
132691,2010-03-21,54
132691,2010-03-22,85
132691,2010-03-24,35
132691,2010-03-25,18
132691,2010-03-26,49
132691,2010-03-27,148
132691,2010-03-29,90
132691,2010-03-30,31
132691,2010-03-31,126
132691,2010-04-01,49
132691,2010-04-02,17
132691,2010-04-03,118
132691,2010-04-04,40
132691,2010-04-05,17
132691,2010-04-07,89
132691,2010-04-09,34
132691,2010-04-14,47
132691,2010-04-18,65
132691,2010-04-19,21
132691,2010-04-20,10
132691,2010-04-26,47
132691,2010-05-04,11
132691,2010-05-08,37
132691,2010-05-09,9
132691,2010-05-10,27
132691,2010-05-17,16
132691,2010-06-04,13
132691,2010-06-12,21
132691,2010-06-13,21
132691,2010-06-14,12
132691,2010-06-19,28
132691,2010-06-21,17
132691,2010-06-22,19
132691,2010-06-29,11
132691,2010-07-01,18
132691,2010-07-02,25
132691,2010-07-05,30
132691,2010-07-31,12
132691,2010-08-14,21
132691,2010-08-16,18
132691,2010-08-18,11
132691,2010-08-19,19
132691,2010-08-20,12
132691,2010-08-22,9
132691,2010-08-24,64
132691,2010-08-25,27
132691,2010-08-27,10
132691,2010-08-31,19
132691,2010-09-07,10
132691,2010-10-28,19
132691,2010-12-04,42
132691,2010-12-16,12
132691,2010-12-19,62
132691,2010-12-26,28
132691,2010-12-27,17
132691,2011-03-14,48
132691,2011-03-15,14
133042,2010-03-02,11
133042,2010-03-27,8
133042,2010-03-29,11
133042,2010-04-08,10
133042,2010-04-16,12
133042,2010-04-20,13
133042,2010-04-21,11
133042,2010-04-26,11
133042,2010-04-30,10
133042,2010-05-07,10
133042,2010-05-09,9
133042,2010-05-11,10
133042,2010-05-14,13
133042,2010-05-25,9
133042,2010-06-22,11
133042,2010-06-25,14
133042,2010-06-28,9
133042,2010-07-04,10
133042,2010-07-05,11
133042,2010-07-16,9
133042,2010-07-22,10
133042,2010-07-23,10
133042,2010-08-01,11
133042,2010-08-07,11
133042,2010-08-09,12
133042,2010-08-12,15
133042,2010-08-14,9
133042,2010-08-30,9
133042,2010-09-04,10
133042,2010-09-13,10
133042,2010-10-29,9
133042,2010-11-19,10
133042,2010-11-29,11
133042,2010-12-03,8
133042,2010-12-08,9
133042,2011-01-07,9
133042,2011-01-19,10
133042,2011-03-02,10
133042,2011-03-03,11
133042,2011-03-21,11
133042,2011-04-06,11
133042,2011-04-12,11
133042,2011-04-22,11
133042,2011-04-26,12
133042,2011-04-27,9
133042,2011-05-02,10
133042,2011-05-04,13
133042,2011-05-06,10
133042,2011-05-18,13
133042,2011-05-23,10
133042,2011-05-26,12
133042,2011-05-31,10
133042,2011-06-03,12
133042,2011-06-04,9
133080,2010-03-17,10
133080,2010-03-22,15
133080,2010-03-23,13
133080,2010-03-24,14
133080,2010-03-25,12
133080,2010-03-26,12
133080,2010-03-30,15
133080,2010-03-31,19
133080,2010-04-01,21
133080,2010-04-02,24
133080,2010-04-03,8
133080,2010-04-07,12
133080,2010-04-08,22
133080,2010-04-09,20
133080,2010-04-11,10
133080,2010-04-12,12
133080,2010-04-14,11
133080,2010-04-15,11
133080,2010-04-17,12
133080,2010-04-18,12
133080,2010-04-20,25
133080,2010-04-21,38
133080,2010-04-22,21
133080,2010-04-23,42
133080,2010-04-24,28
133080,2010-04-26,26
133080,2010-04-27,79
133080,2010-04-28,31
133080,2010-04-29,47
133080,2010-04-30,14
133080,2010-05-01,18
133080,2010-05-03,23
133080,2010-05-04,18
133080,2010-05-06,21
133080,2010-05-07,12
133080,2010-05-12,9
133080,2010-05-16,18
133080,2010-05-28,12
133080,2010-05-29,20
133080,2010-06-01,10
133080,2010-06-19,10
133080,2010-06-20,11
133080,2010-06-23,18
133080,2010-08-07,17
133080,2010-08-09,12
133080,2010-08-14,19
133080,2010-08-17,11
133080,2010-08-18,26
133080,2010-08-19,9
133080,2010-08-23,13
133080,2010-08-24,10
133080,2010-08-25,36
133080,2010-08-26,117
133080,2010-08-27,34
133080,2010-08-28,105
133080,2010-08-29,230
133080,2010-08-30,144
133080,2010-08-31,38
133080,2010-09-01,30
133080,2010-09-02,12
133080,2010-09-03,19
133080,2010-09-04,47
133080,2010-09-05,54
133080,2010-09-06,22
133080,2010-09-07,52
133080,2010-09-08,55
133080,2010-09-09,67
133080,2010-09-10,40
133080,2010-09-11,31
133080,2010-09-13,11
133080,2010-09-14,31
133080,2010-09-15,27
133080,2010-09-16,23
133080,2010-09-17,39
133080,2010-09-18,50
133080,2010-09-19,63
133080,2010-09-20,33
133080,2010-09-21,47
133080,2010-09-22,13
133080,2010-09-23,22
133080,2010-09-24,19
133080,2010-09-29,10
133080,2010-09-30,13
133080,2010-10-02,24
133080,2010-10-05,17
133080,2010-10-06,26
133080,2010-10-07,27
133080,2010-10-08,32
133080,2010-10-09,45
133080,2010-10-10,37
133080,2010-10-11,16
133080,2010-10-12,11
133080,2010-10-17,12
133080,2010-10-19,14
133080,2010-10-20,13
133080,2010-10-21,15
133080,2010-10-22,21
133080,2010-10-25,16
133080,2010-10-26,10
133080,2010-10-27,18
133080,2010-10-28,14
133080,2010-10-30,14
133080,2010-10-31,12
133080,2010-11-02,10
133080,2010-11-04,11
133080,2010-11-05,8
133080,2010-11-08,10
133080,2010-11-16,9
133080,2010-11-17,11
133080,2010-11-19,15
133080,2010-11-20,12
133080,2010-11-21,17
133080,2010-11-22,11
133080,2010-12-06,11
133080,2010-12-07,11
133080,2010-12-08,10
133080,2010-12-14,11
133080,2010-12-15,14
133080,2010-12-17,19
133080,2011-01-05,12
133080,2011-01-07,9
133080,2011-01-15,17
133080,2011-01-16,25
133080,2011-01-18,15
133080,2011-01-19,13
133080,2011-01-20,13
133080,2011-01-21,9
133080,2011-01-23,11
133080,2011-01-24,17
133080,2011-01-25,9
133080,2011-01-26,15
133080,2011-01-27,15
133080,2011-01-28,8
133080,2011-02-05,12
133080,2011-02-09,6
133080,2011-02-11,8
133080,2011-02-15,12
133080,2011-02-16,12
133080,2011-03-03,9
133080,2011-03-12,17
133080,2011-03-13,14
133080,2011-03-14,8
133080,2011-03-15,5
133080,2011-03-17,8
133080,2011-03-18,8
133080,2011-03-30,11
133080,2011-04-01,10
133080,2011-04-03,11
133080,2011-04-04,10
133080,2011-04-05,13
133080,2011-04-15,10
133080,2011-04-16,10
133080,2011-04-30,12
133080,2011-05-25,12
133080,2011-05-26,10
133091,2010-03-29,15
133091,2010-04-10,13
133091,2010-04-12,11
133091,2010-04-18,16
133091,2010-04-23,11
133091,2010-06-05,78
133091,2010-06-30,12
133091,2010-07-03,37
133091,2010-07-05,44
